Description,Price,Rating,Review_count,Url
"Toszn Ergonomic Video Gaming Chair 400 lb Weight Capacity, Office Computer Chair with Headrest Lumbar Support, Reclining Racing Chair, Game Chair with Adjustable Armrest, Red",$161.99,4.2 out of 5 stars,310,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A08005821S0QGXNUF4XZP&url=%2FToszn-Ergonomic-Capacity-Reclining-Adjustable%2Fdp%2FB0967ZYZRS%2Fref%3Dsr_1_580_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-580-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_atf_next
"ALEAVIC Gaming Chair，Gaming Chair with Footrest High Back Ergonomic Adjustable，Racing Style PU Leather Gaming Chair for Adults, Computer Gaming Chair with Headrest and Lumbar Support",$179.99,4.3 out of 5 stars,257,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A055173912AIP2GAXB9EV&url=%2FALEAVIC-Chair%25EF%25BC%258CGaming-Footrest-Ergonomic-Adjustable%25EF%25BC%258CRacing%2Fdp%2FB09W1ZMK5S%2Fref%3Dsr_1_581_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-581-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_mtf
"Toszn Office Chairs, Gaming Chair Swivel Ergonomic Computer Desk Chair with Mesh Padded Seat Adjustable Video Gamr Chairs for Teens, Back Support and PU Leather Armrest Grey",$99.99,4.1 out of 5 stars,481,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A0231379AEPMJ5KEDAEV&url=%2FComfortable-Support-Leather-Computer-Breathable%2Fdp%2FB096MKJRD7%2Fref%3Dsr_1_582_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-582-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_mtf
"X-Chair X4 High End Executive Chair, Brown Leather - Ergonomic Office Seat/Dynamic Variable Lumbar Support/Floating Recline/Stunning Aesthetic/Adjustable/Perfect for Office or Boardroom","$1,349.99",4.3 out of 5 stars,106,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A05355961XRXATVPQQNK8&url=%2FChair-X4-Leather-Executive-Brown%2Fdp%2FB01HTYUPX6%2Fref%3Dsr_1_583_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-583-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_mtf
"DualThunder Gaming Office Chair, Ergonomic Cheap Gaming Chair, Computer Chairs Video Game Chairs, Reclining Rolling Gaming Chairs for Adults, Teens and Gamers, Desk Office Chairs Clearance, Red",$89.99,4.1 out of 5 stars,94,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A07792232M83STF5UPDSL&url=%2FDualThunder-Ergonomic-Computer-Reclining-Clearance%2Fdp%2FB09QQ2TPVC%2Fref%3Dsr_1_584_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-584-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_mtf
"RESPAWN 200 Racing Style Gaming Chair, in Red RSP 200 RED",$179.99,4.4 out of 5 stars,266,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A0043566160QCXA0PIMN5&url=%2FRESPAWN-200-Racing-Style-Gaming-Chair%2Fdp%2FB076J1ZNFR%2Fref%3Dsr_1_585_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-585-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_mtf
"DualThunder Gaming Chairs, Gaming Chairs for Adults Teens Gamer, Ergonomic Video Game Chairs High Back Computer Chairs, Racing Reclining Office Chairs Adjustable Headrest and Lumbar Support, Blue",$99.99,4.3 out of 5 stars,165,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg13_1?ie=UTF8&adId=A01014372S3MNN58BOGGK&url=%2FDualthunder-Ergonomic-Computer-Reclining-Adjustable%2Fdp%2FB09KRMLZQW%2Fref%3Dsr_1_586_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-586-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_btf
"Ninecer Ergonomic Gaming Chair Cheap, Racing Style High Back Office Chair Computer Chair, PU Material with Padded Armrests and Height Adjustment Video Game Chair (Blue)",$94.99,4.2 out of 5 stars,213,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg13_1?ie=UTF8&adId=A00891262IUIED18UDWT9&url=%2FNinecer-Ergonomic-Computer-Material-Adjustment%2Fdp%2FB09H2Q688Y%2Fref%3Dsr_1_587_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-587-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_btf
"Lunarable Pink Gingham Office Chair Slipcover, Traditional Monotone Pattern of Vertical Squares Retro Design, Protective Stretch Decorative Fabric Cover, Standard Size, Pink Fuchsia",$22.99,3.9 out of 5 stars,105,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg13_1?ie=UTF8&adId=A0495643DY0POSGFTJYZ&url=%2FLunarable-Slipcover-Traditional-Protective-Decorative%2Fdp%2FB085F2M65W%2Fref%3Dsr_1_588_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-588-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_btf
"Toszn Video Game Chairs for Adults, Reclining Gaming Chair with Lumbar Support and Headrest PU Leather Gamer Chair for Teens, High Back Office Computer Chair White",$126.99,4.2 out of 5 stars,310,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A01311923TSXI18RJSABE&url=%2FToszn-Reclining-Support-Headrest-Computer%2Fdp%2FB09Z2LWSGQ%2Fref%3Dsr_1_625_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-625-spons%26psc%3D1%26smid%3DAKCQMIR4UDHJ2&qualifier=1658103747&id=5495368867676651&widgetName=sp_atf_next
SMAX White Gaming Chair Ergonomic Computer Gamer Chair with Racing Grade PU Leather Headrest and Lumbar Support Racing Style High Back Video Game Chairs for Adults,$239.99,4.2 out of 5 stars,275,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A082633432P1R5TC88YYG&url=%2FErgonomic-Computer-Leather-Headrest-Support%2Fdp%2FB0925HCNN7%2Fref%3Dsr_1_626_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-626-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_atf_next
"Toszn Office Chairs, Gaming Chair Swivel Ergonomic Computer Desk Chair with Mesh Padded Seat Adjustable Video Gamr Chairs for Teens, Back Support and PU Leather Armrest Red",$99.99,4.1 out of 5 stars,481,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A06785202PJGY1745N7N6&url=%2FOffice-Computer-Ergonomic-Comfortable-Support%2Fdp%2FB096MJMR4W%2Fref%3Dsr_1_627_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-627-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_atf_next
"Atbang Gaming Chair Ergonomic Massage PC Office Chair with footrest Racing Computer Chair Reclining Game Chair for Adults Adjustable 2D Armrests 160kg Heavy Duty, Leath-Aire Fabric,Black",$199.99,3.9 out of 5 stars,18,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A08040901BRRJFB3W8R4V&url=%2FAtbang-Ergonomic-Reclining-Adjustable-Leath-Aire%2Fdp%2FB09PY1FFRP%2Fref%3Dsr_1_628_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-628-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_atf_next
"URBAN FOREST Travel Pillow,Unique Patented Memory Foam Neck Pillow,Ergonomic&Washable Nap Pillow,Can Be Rolled Up,Hoodie Lock,Portable for Traveling/Sleeping/Gaming/Chair((Drawstring Bag) (Pink)",$39.99,4.5 out of 5 stars,21,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A0783923147DP33MLEQS1&url=%2FURBAN-FOREST-Ergonomic-Traveling-Drawstring%2Fdp%2FB09PQG29GF%2Fref%3Dsr_1_629_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-629-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_mtf
"Hokway Wingback Chair Covers Armchair Slipcover with Adjustable Elastic Straps,1 Piece Furniture Chair Protector with Side Pockets for Fabric Leather Chair Covers for Living Room（Light Gray",$19.99,4.2 out of 5 stars,54,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A05392341S85DXJ916XMZ&url=%2FHokway-Armchair-Slipcover-Adjustable-Protector%2Fdp%2FB092ZVZH47%2Fref%3Dsr_1_630_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-630-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_mtf
Remedic Gel Seat Cushion - Double Thick Incontinence Non-Slip Pad Chair Cushion Breathable Honeycomb Pressure Wheel Design Moisture Proof Machine Washable Fabric Cover Grey,$39.99,4.0 out of 5 stars,60,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A087507857WFU2FWQY7Y&url=%2FRemedic-Non-Slip-Breathable-Honeycomb-Incontinence%2Fdp%2FB08B3PVF3H%2Fref%3Dsr_1_631_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-631-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_mtf
"mmcrz Office Computer Chair Covers, Split Stretchable Seat Slipcover Removable & Washable Rotating Chair Protective Cover",$9.99,4.4 out of 5 stars,155,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A06249211ONK8EUMOS6&url=%2Fmmcrz-Stretchable-Slipcover-Removable-Protective%2Fdp%2FB08RXVVR3P%2Fref%3Dsr_1_632_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-632-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_mtf
AIMU Gaming Chairs Ergonomic Office Chair Video Game Chairs with Footrest High Back Computer Chair Headrest and Lumbar Support Reclining Racing Chair Desk Chair for Men Women (Black and White),$174.99,3.9 out of 5 stars,26,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A05884491404IUF1L538M&url=%2FAIMU-Ergonomic-Footrest-Computer-Reclining%2Fdp%2FB09LCL6WW4%2Fref%3Dsr_1_633_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-633-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_btf
"Home Office Chair Ergonomic Desk Executive Chair Computer Task Gaming Chair, Inner Spring Cushion Rolling Swivel Adjustable Lumbar Support Mid Back Fabric Chair with PP Arms, Light Brown",$99.99,4.0 out of 5 stars,148,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A01854483MJPNC2O8TIO9&url=%2FErgonomic-Executive-Computer-Cushion-Adjustable%2Fdp%2FB09K6JGJPJ%2Fref%3Dsr_1_634_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-634-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_btf
"Ergonomic Computer Gaming Chair – PU Leather Office Chair with Padded Flip-up Armrests and Lumbar Support, Height Adjustable Computer Chair Swivel Rolling Desk Chair with Rocking Function",$114.98,4.3 out of 5 stars,45,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A0593826127BIOIPWPYYU&url=%2FErgonomic-Computer-Gaming-Chair-Adjustable%2Fdp%2FB0B3735Z6V%2Fref%3Dsr_1_635_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-635-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_btf
"Office Chair, Ergonomic Computer Gaming Chair PU Leather Comfortable Swivel Task Home Office Desk Chair High Back with Adjustable Padded Armrests, Blue",$98.29,4.4 out of 5 stars,67,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A021187115FCXIGJDCJQM&url=%2FErgonomic-Computer-Comfortable-Adjustable-Armrests%2Fdp%2FB09VKNMNZQ%2Fref%3Dsr_1_636_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103747%26sr%3D8-636-spons%26psc%3D1&qualifier=1658103747&id=5495368867676651&widgetName=sp_btf
"Ergonomic Computer Gaming Chair – PU Leather Desk Chair with Lumbar Support, Swivel Office Chair Executive Chair with Padded Armrest and Seat Cushion for Gaming, Study and Working",$86.33,4.3 out of 5 stars,45,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A06630771KVNQSVRBIH67&url=%2FErgonomic-Computer-Gaming-Chair-Executive%2Fdp%2FB0B315WNL7%2Fref%3Dsr_1_673_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-673-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_atf_next
"DualThunder Gaming Office Chair, Ergonomic Cheap Gaming Chair, Computer Chairs Video Game Chairs, Reclining Rolling Gaming Chairs for Adults, Teens and Gamers, Desk Office Chairs Clearance, Black",$89.99,4.1 out of 5 stars,94,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A0872841NED7UGTN4LCW&url=%2FDualThunder-Ergonomic-Computer-Reclining-Clearance%2Fdp%2FB09QPZ3ZPH%2Fref%3Dsr_1_674_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-674-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_atf_next
"X Rocker, 5172801, Vibe 2.1 Wireless Bluetooth Gaming Floor Rocker, 23.62 x 14.57 x 17.69, Black/Red",$219.02,4.3 out of 5 stars,609,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A00440801VFLFQ179QO4I&url=%2FRocker-5172801-Bayou-Sound-Chair%2Fdp%2FB00CTIA93Y%2Fref%3Dsr_1_675_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-675-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_atf_next
"KingCamp Camping Chair Oversized Padded Moon Round Saucer Chairs Camping Folding Chair with Cup Holder,Storage Bag,Carry Bag for Camping, Hiking Fishing Sports Balck&Grey Camping Chair",$89.99,4.5 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A0353161QGJPBG4V6917&url=%2FKingCamp-Camping-Oversized-Folding-Storage%2Fdp%2FB09CPNNQ25%2Fref%3Dsr_1_676_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-676-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_atf_next
"Soontrans Gaming Chair Blue for 400lbs Big and Tall Person,Computer Office Ergonomic Plus Video Game Chair for Adults Teens,Gamer Chair with Footrest,Massage Lumbar Pillow and Headrest",$269.00,4.0 out of 5 stars,763,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A010406935BOS3AVAF7BC&url=%2FSoontrans-Computer-Ergonomic-Footrest-Headrest%2Fdp%2FB08XXNYMBL%2Fref%3Dsr_1_677_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-677-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_mtf
"mmcrz Armless Accent Chair Covers, Stretch Spandex Jacquard Fabric Sofa Couch Slipcover Furniture Protector for Dining Living Room Office Reception Chair",$20.99,4.7 out of 5 stars,4,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A05215153H9XOW1AUWRB3&url=%2Fmmcrz-Slipcover-Furniture-Protector-Reception%2Fdp%2FB09L5QHZG1%2Fref%3Dsr_1_678_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-678-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_mtf
"Gaming Chair, DualThunder DT530 Gamer Chair Gaming Chairs for Adults Teens, Home Office Chair Computer Desk Chair with Flip UP Arms, Computer Chairs Video Game Chairs, Executive Office Chair, Grey",$109.99,4.6 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A068608916WEP9GWQKQGV&url=%2FGaming-DualThunder-Chairs-Computer-Executive%2Fdp%2FB09XX9MSTS%2Fref%3Dsr_1_679_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-679-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_mtf
S*MAX Gaming Chair Big and Tall Full Mold Foam De Luxe Version Gamer Chair 4D Adjustable Armrests Premium Carbon Fiber Fabric and PU Leather Headrest Lumbar Support Video Game Chairs for Adults Black,$399.99,4.2 out of 5 stars,275,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A00215703GN9G0WGLUGIZ&url=%2FVersion-Adjustable-Armrests-Premium-Headrest%2Fdp%2FB0967XW9HY%2Fref%3Dsr_1_680_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-680-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_mtf
"BOSSIN 5.98 inch Office Chair Cylinder Replacement,Heavy Duty Gas Lift Cylinder Pneumatic Piston for Office Desk Chairs/Gaming Chair,Smooth,Noiseless,Universal Size",$19.99,5.0 out of 5 stars,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A0607485199G8048SND5U&url=%2FBOSSIN-Replacement-Pneumatic-Noiseless-Universal%2Fdp%2FB0B4HX5JHP%2Fref%3Dsr_1_681_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-681-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_mtf
"Duramont Ergonomic Office Chair - Adjustable Desk Chair with Lumbar Support and Rollerblade Wheels - High Back Chairs with Breathable Mesh - Thick Seat Cushion, Head, and Arm Rests - Reclines",$329.99,4.3 out of 5 stars,"5,232",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A1029426HYR0TLL76Q2M&url=%2FDuramont-Ergonomic-Adjustable-Support-Rollerblade%2Fdp%2FB0797HZ8W1%2Fref%3Dsr_1_682_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-682-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_btf
"Magic Life Office Chair, Ergonomic Computer Desk Chair, High-Back Home Mesh Chair with Adjustable Headrest, Comfortable Lumbar Support, Flip-Up Arms, Black",$139.99,3.7 out of 5 stars,337,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A0191444SY8HE4YMRYEB&url=%2FMagic-Life-Ergonomic-Adjustable-Comfortable%2Fdp%2FB08J7PF1T2%2Fref%3Dsr_1_683_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-683-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_btf
"symino Gaming Chair Ergonomic Office Chair Racing Style Computer Chair with 3D Armrest, Vintage Style PU Leather PC Chair with Footrest (Brown)",$189.00,4.1 out of 5 stars,92,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A0215088BN2O51DJPJS8&url=%2Fsymino-Ergonomic-Computer-Armrest-Footrest%2Fdp%2FB09H758FXL%2Fref%3Dsr_1_684_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103751%26sr%3D8-684-spons%26psc%3D1&qualifier=1658103751&id=4914690998686597&widgetName=sp_btf
"Ergonomic Computer Gaming Chair – PU Leather Office Chair with Padded Flip-up Armrests and Lumbar Support, Height Adjustable Computer Chair Swivel Rolling Desk Chair with Rocking Function",$110.44,4.3 out of 5 stars,45,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A059367034JQL6KEY1PQB&url=%2FErgonomic-Computer-Gaming-Chair-Adjustable%2Fdp%2FB0B3751Y7N%2Fref%3Dsr_1_721_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103754%26sr%3D8-721-spons%26psc%3D1&qualifier=1658103754&id=940886165124635&widgetName=sp_atf_next
Karnox Hero Gaming Chair Office Chair Ergonomic Computer Desk Chair with Lumbar Support and Headrest Cushion Recliner Adjustable PC Gaming Chair PU for Teens,$188.00,4.6 out of 5 stars,666,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A0080593239G833PM9ZYS&url=%2FErgonomic-Computer-Headrest-Reclinier-Adjustable%2Fdp%2FB087G1VY6Y%2Fref%3Dsr_1_722_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103754%26sr%3D8-722-spons%26psc%3D1%26smid%3DA2FZ61SQQYUASZ&qualifier=1658103754&id=940886165124635&widgetName=sp_atf_next
"KingCamp Camping Chair Oversized Padded Moon Round Saucer Chairs Camping Folding Chair with Cup Holder,Storage Bag,Carry Bag for Camping, Hiking Fishing Sports Balck&Red Camping Chair",$89.99,4.5 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A03536612EP8E0RR6HIAL&url=%2FKingCamp-Camping-Oversized-Folding-Storage%2Fdp%2FB09B1TM8WW%2Fref%3Dsr_1_723_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103754%26sr%3D8-723-spons%26psc%3D1&qualifier=1658103754&id=940886165124635&widgetName=sp_atf_next
"OTTERLEAd Swivel Video Game Chair with Arm Support, Floor Lounge Chair Back Angle is Adjustable, Futon Chairs for Adults and Teenager Lazy Sofa, Chaise Lounge Indoor 6065 (Grey)",$219.99,4.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A0048338PFYM5HSPLC38&url=%2FOTTERLEAd-Swivel-Support-Adjustable-Teenager%2Fdp%2FB09984C4MG%2Fref%3Dsr_1_724_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103754%26sr%3D8-724-spons%26psc%3D1&qualifier=1658103754&id=940886165124635&widgetName=sp_atf_next
"Lunarable Sunflower Office Chair Slipcover, Watercolor Heliantus Pattern Detailed Petals and Leaves Floral Design, Protective Stretch Decorative Fabric Cover, Standard Size, Marigold Brown",$22.99,3.9 out of 5 stars,105,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A052339425CAN7AZN62RM&url=%2FLunarable-Sunflower-Watercolor-Protective-Decorative%2Fdp%2FB085F155S7%2Fref%3Dsr_1_725_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103754%26sr%3D8-725-spons%26psc%3D1&qualifier=1658103754&id=940886165124635&widgetName=sp_mtf
"Soontrans Gaming Chairs Red with Massage, Ergonomic Gamer Chair,Racing Game Chair,PC Computer Chair with High-Back,Adjustable Headrest and Lumbar Support (Magma Red)",$149.90,3.9 out of 5 stars,"2,004",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A06297033CWLPE8UHO9VL&url=%2FSoontrans-Ergonomic-Computer-High-Back-Adjustable%2Fdp%2FB08HN2LY6Q%2Fref%3Dsr_1_726_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103754%26sr%3D8-726-spons%26psc%3D1&qualifier=1658103754&id=940886165124635&widgetName=sp_mtf
"Soontrans Purple Gaming Chair for Big&Tall Person 400lbs,Ergonomic High-Back Racing Style Gamer Chair,Video Game Chairs for Adults with Footrest,Massage Lumbar Pillow and Headrest(Plus Version)",$269.00,4.0 out of 5 stars,763,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A01042251VMSSWNIHE8OV&url=%2FSoontrans-Ergonomic-High-Back-Footrest-Headrest%2Fdp%2FB09JG444TD%2Fref%3Dsr_1_727_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103754%26sr%3D8-727-spons%26psc%3D1&qualifier=1658103754&id=940886165124635&widgetName=sp_mtf
